,User-id,Tweet
4085,drkarenwieland,"@mmpadellan Wow. People from #HarrisonArkansas are repugnant! It shocks me that #BlackLivesMatter  signs held by a few people on the roadside would prompt such vile, hateful responses from passers-by. These folks hurling racist invective are the base of today’s Republican party &amp; #TrumpCult."
4086,Insights_By_MTG,"Early Voting Starts As Early As October 17, 2022. Vote. #AfricanDiaspora #BlackArt #BlackCommunity #BlackCulture #BlackExcellence #BlackFamily #BlackGirlMagic #BlackGirlsRock #BlackHistory #BlackIsBeautiful #BlackLivesMatter #BlackLove #BlackMen #BlackOwned https://t.co/v1nV9mwUvz"
4087,marktsneed,Need a good read this week? Pick up No Credit today. A different hero story. Available on #Amazon now. #SundayThoughts #SundayMotivation #WritingCommunity #writersoftwitter #amwritingfiction #BlackLivesMatter #ShamelessSelfPromoSunday #KindnessMatter #StrongerTogether #Resist https://t.co/9t5GkiaHma
4088,drkarenwieland,"Wow. People from #HarrisonArkansas are repugnant! It shocks me that #BlackLivesMatter signs held by a few people on the roadside would prompt such vile, hateful responses from passers-by. These folks hurling racist invective are the base of today’s Republican party &amp; #TrumpCult. https://t.co/sJd9CKEwhU"
4089,bermudawlw,"If I knew how to really edit really well, I would make a flawless alexmaggie one to replay (gaga obviiiii)"
4090,Lewinskyox,@Uncz_14 @Uncz_14 irmão não fala muito Man U tbm vai jogar hoje depois vamos ver quem vai beber 😂
4091,JuliBunting,@AmadorBatten I am so sorry. I just really wonder how so much hate has ever served anyone well. Don't you think all those parents who made nasty comments are reflecting  disgust with their own shitty choices? You have a beautiful family and I wish y'all were my neighbors.
4092,gravano3430,Racist racist racist #holidayinn #blacklivesmatter #livingwhileblack #racistmanagers #peelpolice
4093,vertutentee,"@elonmusk @GeoffYoung4KY how do you not see what you’re doing?

This is #BlackLivesMatter all over again: ppl justifying having violence against them by calling them extremists, or trying to find the flaws in the individuals to assign them the blame rather than the aggressor. https://t.co/W7wdzhPSuL"
4094,RKMathis1210,"And I’m sure they’d all consider themselves Christian!
#BlackLivesMatter 
#LoveThyNeighbor https://t.co/8iYhuo5NO9"
4095,inartfairNYK,"#BlackHistory #Reparations

"" Asian Lascars helped replace European sailors who deserted, caught debilitating diseases or died.""

https://t.co/7lWnDw9tLA
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII https://t.co/oyTt0a4pvz"
4096,ChickAmsterdam,@BonZQi_LD Laten we hopen van niet 😢 Want dat zal gewoon verspreiden over heel Europa. Heb Chernobyl helaas nog steeds vlijmscherp in mijn geheugen terwijl ik toen nog een kind was en het was ook op 1600 km afstand niet leuk.
4097,Greg1217,I love spooky. I enjoy horror. You would have to pay me tens of thousands of dollars to watch this series. https://t.co/oqCcjv16qV
4098,gravano3430,#holidayinn #headoffice #blacklivesmatter #peelpolice
4099,say_the_names,Dontre Hamilton #BlackLivesMatter
4100,RickyRomance,@kanyewest canceled? White Lives Don’t Matter ? #eddiemurphy #KanyeWest #WhiteLivesMatter #blacklivesmatter  https://t.co/JDf2myuZZ0
4101,Jaime71446933,"@POTUS @VP @SpeakerPelosi @RepAOC @Ilhan @RepJayapal @RepCori @RepPressley @RepAdamSchiff this is why #BlackLivesMatter is bullshit and it forever will be.
https://t.co/CvtIEFtQBO"
4102,gerriannj,@notcapnamerica Yes.  Yes. It feels exactly like that.
4103,Prince_Padilla_,Hey @riotgames why is it that almost every game I get into for low elo involves nothing but people throwing games and nothing gets done about it. SMDH
4104,ChickAmsterdam,@janjopjes Ik zeg niet dat ik een hijab zal willen dragen maar ik judge ook geen mensen die het wel willen. En piercings en tattoos vind ik trouwens ook totaal geen issue. Of tenminste het zal geen issue moeten zijn op het werk. Ik vind gewoon dat iedereen het lekker zelf mag weten.
4105,chiaramaximeee,DERBYSIEGER! 💚💚💚💚 #BMGKOE #Derbysieger #fohlenelf @borussia
4106,inartfairNYK,"#Blackhistorymonth2022  #ReparationsNow

The Lascars of London and Liverpool 

https://t.co/dpmIkxoTK9  
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4107,Lewinskyox,Bro I just turned the game on and there was already celebrations 👀
4108,Lealchenko,"@__taleslima @portaloverwatch KKKKKKFKDKDKDKDKDK
q daora"
4109,shah_farhad,"@DeputySecState @MdShahriarAlam 1/2: Hope 🇧🇩 State Minister conveyed the concerns of many Bangladeshis re: the US's own #humanrights record; they need to hold their trigger-happy #police forces, who kill 1K people per year, to account. The deaths of unarmed #black men need to stop. #BlackLivesMatter #BAME #BLM"
4110,IamSantana6,@cosh20pp @larryelder We weren't looking for handouts. We're looking for justice. #BlackLivesMatter
4111,robwithanh,@math4humans @DaleGeldart @GOPChairwoman The chair formerly known as RRM...
4112,DeividSsC290,"#BlackLivesMatter Mother
#WhiteLivesMatter father"
4113,tbasharks,"Sun May 31 2020 Louisville, Kentucky - Police smashing water bottles WATCH: https://t.co/XVqYy6O0mU #LouisvilleKentucky #LPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
4114,COMA387Group3,Why does Google lie to politicians by warping BlackLivesMatter?
4115,_naystackin,Literally puking this banana up 🫣
4116,robwithanh,@WriterlyTweets Ah ha! My keys!
4117,TXwildflower_,@PlanetWeirdPod Omg that will be so fun and I look forward to hearing them😂
4118,aalleyne,#BlackLivesMatter https://t.co/ohosI7ij8j
4119,BilbaoGuisasola,#BlackLivesMatter MEZKALIZATOR GLASSES 😱🤟✌️https://t.co/9NZP6eQQij https://t.co/x0rDw5NiQk
4120,MzT_Michele,"Good Morning… Grand Rising!
Happy Sunday Y’all! Enjoy It &amp; Have A Great One! Stay Safe! 😉😚❤️✌🏾 #GODIsGood🙏🏾 #StillWearingAMask😷 #BlackLivesMatter"
4121,_naystackin,I really hope I ain’t sick 🫣
4122,ViolaNewYork,"#BlackLivesMatter 
#BLM 

BLM founder Patrisse Cullors spends thousands renovating backyard of posh $1.4M LA home https://t.co/5MHJeAxzuP via @nypost"
4123,ElainaCScott,Had a bowl of CT Crunch this morning and I feel sick like I poisoned myself.  I think eating cleanly for this past month has finally cured me of my cereal addiction!
4124,Lealchenko,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKJJJJJJJJJKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/2X7nTC0xaS
4125,EarthDefense1,#BlackTwitter #BLM #BlackLivesMatter #WhiteLivesMatter #BlackGirlsGlow #BlackGirlsRock #BlackGirlMagic #BlackBoysWinning look at all these Racist White Supremacist high school students how can this be allowed to happen in 2022 it's awful this high school needs to be shut down! https://t.co/7gux4PVF9n
4126,BlueATLGeorgia,#BlackLivesMatter https://t.co/axQyGDU5EH
4127,amIrighteousnow,@PompusBarbarian @Stop_Trump20 I’m white &amp; I see it as a prime example of white privilege. It makes me sad but it makes me angry at those who ignore the issues &amp; those who refuse to make it better #BlackLivesMatter
4128,MadMegaX381,"@Kocuba @balajis 100%. I look at old pictures of Pittsburgh (might even have been Pittsburg at the time, lol) and see the trolley cars and public transit and it breaks my heart what happened. Total destruction of public good for private profit, it's a shame."
4129,inartfairNYK,"#BlackHistory #Reparations

"" Asian Lascars helped replace European sailors who deserted, caught debilitating diseases or died.""

https://t.co/X60u26l58e
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4130,Zerojoshua1,"""When you take care of black lives, everybody's lives are taken care of.""
-Nina Turner
#BlacklivesMatter #WomenRights #IndigenousPeoplesDay"
4131,BrianLR19728,"@datchoklitone Good morning, @datchoklitone; damn, it is Sunday (that was fast); hope you have a good day, and thank you, for your inclusivity…
🤙🏿🤙🏻✊🏿✊🏼✌🏿✌🏻🤎💙🌞🏳️‍🌈🇺🇸☀️
#WEr1 #BlackLivesMatter #EQUALITY/CIVILRIGHTS
#IntegrationNow"
4132,thewholeway,we remain willfully blind to truth and goodness #BlackLivesMatter https://t.co/tAhU7etH7i
4133,robwithanh,@DaleGeldart @GOPChairwoman GOP: https://t.co/GGksCC1c7u
4134,BotDefund,Defund the Dorchester Police #BlackLivesMatter #DefundThePolice
4135,BlackLivesNews1,"Black Human Struggle #BlackLivesMatter is far from over. If you like our service:

Support Black History and Black Education NOW with only 2 or 8 USD per month:

https://t.co/ONibD0l3Eo"
4136,Happymanicdepre,"#BlackHistoryMonth 
#Blackhistorymonth2022 
#BlackLivesMatter 

""The past is never dead. It's not even past.""
- William Faulkner
. https://t.co/bfPD7aeU9p"
4137,Teal_Reel,WEED &amp; WRASSLIN CONTENDER MATCHES  | NEW SUB &amp; BIT ALERTS | !STREAMLOOTS | !AVERY | !SOCIALS | #BLACKLIVESMATTER https://t.co/DnODs7lX2q
4138,yourboyPat47,"The difference between me and #BlackLivesMatter #WhiteLivesMatter cliques,  I can recognize cases like George Floyd and the Buffalo shooting while also recognizing cases such as Ethan Liming and the Waukesha Christmas Parade Hit and Run and not put one over the other due to RACE. https://t.co/OaXEby9vk1"
4139,VictoriaAdamax,@Toutoubon Ohhh 😂😂
4140,bermudawlw,They’re having me in a serious chokehold now
4141,say_the_names,Sandra Bland #BlackLivesMatter
4142,VzlaMemoriaPoli,#BRM #BlackRichMatter   oops #BlackLivesMatter      corrupts and scammers https://t.co/BKaK3nejQQ
4143,bermudawlw,I’m gonna rewatch every episode of Abbott cause work wives 😭😭😭😭🥺🥺🥺🥺😭🥺😭😭😭😭🥺😭🥺😭🥺🥺😭🥺😭🥺😭💖💞💕💗💓💝💖💞💕💝💓💖💞💝💗💕💞💖💝💗💓💕💖
4144,RNBleedsBlue,"This makes me so angry, I don’t even have the words to express myself ! #BlackLivesMatter https://t.co/wl585OjWCV"
4145,DnariusLewis,"This is what happens when one white kid with a single #BlackLivesMatter  sign stands on the street in Harrison, Arkansas. 

@kanyewest https://t.co/jhq63tccLG"
4146,lilgwen210,This is Amerikkka… #blacklivesmatter #racismisaliveandwellin2022 #thisisthebadplace https://t.co/t8MSdCmgE3
4147,Astrongdream,"Have you heard of the newest resource of #blackhistory where people do the talking and give it to you straight no chaser?
Introducing Strong Inspirations show on youtube
https://t.co/BbAhezFR3m
#stronginspirations #blackhistorymonth #blackexcellence #BlackLivesMatter"
4148,MisterSaturn123,"@F0XnR0LL god i love this style
so good
and she so cute 🥺♥️"
4149,Condimentgrrl,"So when they say #BlackLivesMatter, this is why.  A Black child was killed as a message knowing there would be no consequences #NoirAlley #TCMParty #ThePhenixCityStory"
4150,dobleAdeA,"BLM the organization is not what I think of when I see those letters.
What I think of is the time period years ago where there was a sudden explosion of videos highlighting injustices that were always spoken of  but never believed. 
#BLM #BlackLivesMatter"
4151,inartfairNYK,"#BlackHistory #Reparations

Britains colonization of South Asia &amp; development of shipping networks created huge demand for lascars

https://t.co/X60u262VU6 
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4152,FeliciaWMO,"What is Equality, Diversity and inclusion? #DiversityAndInclusion #WomenEmpowerment #InclusionMatters #Blacklivesmatter #Entrepreneur [Video] https://t.co/tnH2cbiX3K"
4153,hestertainment,And.... #NeverEverForget #BlackLivesMatter #AlwaysHaveAlwaysWill #ForBrittney #HaveABlessedSunday!! ❤️💚🖤 https://t.co/KOyDGvia4r
4154,COMA387Group3,Why does Google segregate girls by discriminating BlackLivesMatter?
4155,TheTisdahl,"#Pregnancy-related #deaths in 2016 were 5.2 times higher for #Black, c#ollege-educated people than their white counterparts

#colettelouisetisdahl #cltfoundation #maternalmortality #maternalhealth #perinatalhealth #perinatalmortality #blackmomsmatter #blacklivesmatter #postpartum"
4156,OldMainBell,"ding^ DING? ding, ding? Ding. ding? ding ding* ding* ding? ding #PennState #BlackLivesMatter #JusticeForAll"
4157,inartfairNYK,"#BlackHistoryMonth2022 #ReparationsNow 

Did they or did they not transport slaves?

https://t.co/t69Khxy2zj
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #Ukraine #Iran #OphrahMeghanHarry #QueenElizabeth #KingCharlesIII"
4158,jtrotman1,"Good Morning America... 🇺🇸 
#Enough #EndPoliceBrutality #EndGunViolence #StandUpAgainstRacism #BlackLivesMatter #BLM #Uvalde #EndRacismNow #EndSystemicRacism #BreonnaTaylor #ElijahMcclain #GeorgeFloyd #BlackVotersMatter #AhmaudArbery #EndSystemicRacism  #abortionrights https://t.co/AUkU5mOs2S"
4159,MisterSaturn123,@Shi4rley ahhaaha cute cute
4160,CosmicScientist,It feels like I'm either about to implode or explode and it hurts so fucking bad 🥺🥺❤️‍🩹 https://t.co/IEzBh0suGO
4161,cen_faith,#BlackLivesMatter #BlackTwitter #afrofamily World's knowledge in 1 hand site: Yes Black America fears the police Why https://t.co/io58E6379U
4162,inartfairNYK,"#BlackHistory #Reparations

Responsible for transporting materials goods as well as   SLAVES? across world within Britains imperial economy.

https://t.co/t69Khxy2zj
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII"
4163,inartfairNYK,"#BlackHistory #Reparations

Responsible for transporting materials goods as well as passengers across world within Britains imperial economy

https://t.co/t69Khxy2zj
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #Queen #KingCharlesIII"
4164,Derek12565,@Puddles2727 @45Jbama But #BlackLivesMatter doesn’t think these lives matter.
4165,MIHW_t10,"Rooney Mara Is Painfully Shy | CONAN on TBS - 2021, Team Coco Network
On YouTube: https://t.co/YP0pTWAY6h

#FridaysForFuture #Berlin👑 #cinemastrikesback #Influencer #BTC #NFTs #Twitter #Facebook #MeToo #ForaFutureDancefloor💃🏻 #SenKULTEU #BlackLivesMatter #California #EndSARS https://t.co/DN7UVe5V6Y"
4166,ElainaCScott,"@ShannonTindle_1 @MorganicInk I met him at the Play Boy Mansion at a Halloween party, he was dressed as a Wizard, lol."
4167,albconfession,"-Imagine naming your daughter “Bora” while she is black-💀 
#Confessions #BlackLivesMatter"
4168,Pay69Day,"N the #USA 
#BLM #WLM
#WhiteLivesMatter
#BlackLivesMatter
#BlackTwitter #Twitter 
Kanye Is An Attention Whore, And Trump Is His John by Dejen https://t.co/SbvZnbY5kh"
4169,BotDefund,Defund the #EastonPolice #BlackLivesMatter
4170,Call_Me_Tellie,@official2z Happy 1000 Days #2Z
4171,elizabethalogba,#BlackLivesMatter
4172,cozyinmyshell,Why is this so difficult to understand? #BlackLivesMatter https://t.co/BFAi0NIyis https://t.co/xETVSQe1U6
4173,GingerMundy,THIS. 👇 #BlackLivesMatter #Racism in #Arkansas https://t.co/bBXqnbX3eE
4174,say_the_names,Jerame Reid #BlackLivesMatter
4175,SeanPeace22,"Black people, put the guns down, put the knives down. Pick a book up, pick a resume up, pick a business plan up. Stop destroying the community, build the community. Stop drugs, stop gangs, stop abuse, stop self hate. Let black be have a positive story #BlackLivesMatter #BET"
